,id,emotion,utterance,cause_utterance,cause_span,input_text,start_index,end_index,emotion_label
3593,dailydialog_tr_3195_utt_2_true_cause_utt_1_span_0,happiness,"Fine , thank you .",How have you been ?,How have you been ?,"Fine , thank you . How have you been ?",6,10,3
3594,dailydialog_tr_3195_utt_3_true_cause_utt_2_span_0,happiness,And how ' s everyone in your family ?,"Fine , thank you .","Fine , thank you .","And how ' s everyone in your family ? Fine , thank you .",10,14,3
3595,dailydialog_tr_3195_utt_4_true_cause_utt_3_span_0,happiness,"Very well , thank you . I ' m meeting my wife and daughter for lunch at 12:00 , would you care to join us ?",And how ' s everyone in your family ?,And how ' s everyone in your family ?,"Very well , thank you . I ' m meeting my wife and daughter for lunch at 12:00 , would you care to join us ? And how ' s everyone in your family ?",29,37,3
3596,dailydialog_tr_3195_utt_5_true_cause_utt_4_span_0,happiness,I ' d love to but I ' m afraid I can ' t . I ' Ve already got a lunch engagement .,"Very well , thank you . I ' m meeting my wife and daughter for lunch at 12:00 , would you care to join us ?","Very well , thank you . I ' m meeting my wife and daughter for lunch at 12:00 , would you care to join us ?","I ' d love to but I ' m afraid I can ' t . I ' Ve already got a lunch engagement . Very well , thank you . I ' m meeting my wife and daughter for lunch at 12:00 , would you care to join us ?",26,53,3
3597,dailydialog_tr_2815_utt_1_true_cause_utt_1_span_0,happiness,"Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing .","Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing .","Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing .","Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing . Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing .",27,52,3
3598,dailydialog_tr_2815_utt_2_true_cause_utt_1_span_0,happiness,It sounds cool . The rhythms look really difficult .,"Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing .","Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing .","It sounds cool . The rhythms look really difficult . Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing .",11,36,3
3599,dailydialog_tr_2815_utt_2_true_cause_utt_2_span_1,happiness,It sounds cool . The rhythms look really difficult .,It sounds cool . The rhythms look really difficult .,It sounds cool .,It sounds cool . The rhythms look really difficult . It sounds cool . The rhythms look really difficult .,11,14,3
3600,dailydialog_tr_2815_utt_3_true_cause_utt_1_span_0,happiness,They basically turn their bodies into drums . There's a national step competition every year .,"Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing .","Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing .","They basically turn their bodies into drums . There's a national step competition every year . Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing .",19,44,3
3601,dailydialog_tr_2815_utt_3_true_cause_utt_2_span_1,happiness,They basically turn their bodies into drums . There's a national step competition every year .,It sounds cool . The rhythms look really difficult .,It sounds cool .,They basically turn their bodies into drums . There's a national step competition every year . It sounds cool . The rhythms look really difficult .,19,22,3
3602,dailydialog_tr_2815_utt_3_true_cause_utt_3_span_2,happiness,They basically turn their bodies into drums . There's a national step competition every year .,They basically turn their bodies into drums . There's a national step competition every year .,national step competition every year .,They basically turn their bodies into drums . There's a national step competition every year . They basically turn their bodies into drums . There's a national step competition every year .,31,36,3
3603,dailydialog_tr_2815_utt_4_true_cause_utt_1_span_0,happiness,"Well , black people are supposed to be great dancers .","Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing .","Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing .","Well , black people are supposed to be great dancers . Here's some dancing . See those guys stomping , clapping and shouting ? They're practicing step-dancing .",12,37,3
3604,dailydialog_tr_2815_utt_4_true_cause_utt_2_span_1,happiness,"Well , black people are supposed to be great dancers .",It sounds cool . The rhythms look really difficult .,It sounds cool .,"Well , black people are supposed to be great dancers . It sounds cool . The rhythms look really difficult .",12,15,3
3605,dailydialog_tr_2815_utt_4_true_cause_utt_3_span_2,happiness,"Well , black people are supposed to be great dancers .",They basically turn their bodies into drums . There's a national step competition every year .,national step competition every year .,"Well , black people are supposed to be great dancers . They basically turn their bodies into drums . There's a national step competition every year .",24,29,3
3606,dailydialog_tr_2815_utt_4_true_cause_utt_3_span_3,happiness,"Well , black people are supposed to be great dancers .",They basically turn their bodies into drums . There's a national step competition every year .,turn their bodies into drums .,"Well , black people are supposed to be great dancers . They basically turn their bodies into drums . There's a national step competition every year .",14,19,3
3607,dailydialog_tr_2815_utt_5_true_cause_utt_4_span_0,happiness,"Wen ! That's only a stereotype . Like all Asians are supposed to be math geniuses . I'm not a great dancer , and you said you failed calculus .","Well , black people are supposed to be great dancers .",black people are supposed to be great dancers .,"Wen ! That's only a stereotype . Like all Asians are supposed to be math geniuses . I'm not a great dancer , and you said you failed calculus . Well , black people are supposed to be great dancers .",40,48,3
3608,dailydialog_tr_2815_utt_5_true_cause_utt_5_span_1,happiness,"Wen ! That's only a stereotype . Like all Asians are supposed to be math geniuses . I'm not a great dancer , and you said you failed calculus .","Wen ! That's only a stereotype . Like all Asians are supposed to be math geniuses . I'm not a great dancer , and you said you failed calculus .","That's only a stereotype . Like all Asians are supposed to be math geniuses . I'm not a great dancer , and you said you failed calculus .","Wen ! That's only a stereotype . Like all Asians are supposed to be math geniuses . I'm not a great dancer , and you said you failed calculus . Wen ! That's only a stereotype . Like all Asians are supposed to be math geniuses . I'm not a great dancer , and you said you failed calculus .",40,74,3
3609,dailydialog_tr_2815_utt_6_true_cause_utt_5_span_0,happiness,Ha-ha ! You got me there !,"Wen ! That's only a stereotype . Like all Asians are supposed to be math geniuses . I'm not a great dancer , and you said you failed calculus .","I'm not a great dancer , and you said you failed calculus .","Ha-ha ! You got me there ! Wen ! That's only a stereotype . Like all Asians are supposed to be math geniuses . I'm not a great dancer , and you said you failed calculus .",32,46,3
3610,dailydialog_tr_756_utt_7_true_cause_utt_1_span_0,anger,"Because I'm the wrong sex , of course !",We've got a new manager in our department .,new manager in our department .,"Because I'm the wrong sex , of course ! We've got a new manager in our department .",17,22,0
3611,dailydialog_tr_756_utt_7_true_cause_utt_2_span_1,anger,"Because I'm the wrong sex , of course !","Oh ? You hoped to get that job , didn't you ?",You hoped to get that job,"Because I'm the wrong sex , of course ! Oh ? You hoped to get that job , didn't you ?",14,19,0
3612,dailydialog_tr_756_utt_7_true_cause_utt_6_span_2,anger,"Because I'm the wrong sex , of course !",Hmm . Why do you think they gave it to him and not to you ?,they gave it to him and not to you,"Because I'm the wrong sex , of course ! Hmm . Why do you think they gave it to him and not to you ?",18,26,0
3613,dailydialog_tr_756_utt_7_true_cause_utt_7_span_3,anger,"Because I'm the wrong sex , of course !","Because I'm the wrong sex , of course !",Because I'm the wrong sex,"Because I'm the wrong sex , of course ! Because I'm the wrong sex , of course !",12,18,0
3614,dailydialog_tr_756_utt_9_true_cause_utt_1_span_0,anger,"Yes , that was probably it ! It isn't fair .",We've got a new manager in our department .,new manager in our department .,"Yes , that was probably it ! It isn't fair . We've got a new manager in our department .",19,24,0
3615,dailydialog_tr_756_utt_9_true_cause_utt_2_span_1,anger,"Yes , that was probably it ! It isn't fair .","Oh ? You hoped to get that job , didn't you ?",You hoped to get that job,"Yes , that was probably it ! It isn't fair . Oh ? You hoped to get that job , didn't you ?",16,21,0
3616,dailydialog_tr_756_utt_9_true_cause_utt_6_span_2,anger,"Yes , that was probably it ! It isn't fair .",Hmm . Why do you think they gave it to him and not to you ?,they gave it to him and not to you,"Yes , that was probably it ! It isn't fair . Hmm . Why do you think they gave it to him and not to you ?",20,28,0
